DATASET_TITLE,"Domestic Energy Consumption, 2011",,,,,,FROM,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011,Jan-2011
"E12000007","London",,,"E09000018","Hounslow",,,1598017,339366,55349,1203302,88169,3849,9616,5756,82918,14512
"E12000007","London",,,"E09000019","Islington",,,1281497,281259,38424,961814,90477,3109,6483,5927,87372,11008
"E12000007","London",,,"E09000020","Kensington and Chelsea",,,1322182,343646,40460,938076,81063,4239,7368,5491,71174,13180
"E12000007","London",,,"E09000021","Kingston upon Thames",,,1198966,216258,63266,919443,52845,4092,12219,5178,58859,15621
"E12000007","London",,,"E09000022","Lambeth",,,1915815,400882,50744,1464189,124442,3221,8755,5796,118595,12346
"E12000007","London",,,"E09000023","Lewisham",,,1808653,367528,56579,1384546,107255,3427,10260,5515,107646,12862
"E12000007","London",,,"E09000024","Merton",,,1428438,286844,39479,1102114,74397,3856,6912,5712,75389,14619
"E12000007","London",,,"E09000025","Newham",,,1539001,332609,52906,1153486,94450,3522,9384,5638,92444,12478
"E12000007","London",,,"E09000026","Redbridge",,,1916315,367028,55961,1493326,92103,3985,9076,6166,93183,16026
"E12000007","London",,,"E09000027","Richmond upon Thames",,,1592300,288681,64874,1238744,70047,4121,12048,5385,77235,16039
"E12000007","London",,,"E09000028","Southwark",,,1534897,362256,85764,1086877,109118,3320,13802,6214,101578,10700
"E12000007","London",,,"E09000029","Sutton",,,1407219,248208,98054,1060957,61882,4011,18322,5352,70102,15134
"E12000007","London",,,"E09000030","Tower Hamlets",,,1127723,301809,95700,730214,92338,3269,14811,6461,74109,9853
"E12000007","London",,,"E09000031","Waltham Forest",,,1622092,303502,66115,1252475,85308,3558,12700,5206,91688,13660
"E12000007","London",,,"E09000032","Wandsworth",,,2096503,440716,67695,1588093,124362,3544,11082,6109,118853,13362
"E12000007","London",,,"E09000033","Westminster",,,1512789,407361,70231,1035197,102901,3959,11294,6218,89726,11537
"E12000008","South East",,,"E06000035","Medway",,,1777017,312446,130750,1333820,82151,3803,27620,4734,102890,12964
"E12000008","South East",,,"E06000036","Bracknell Forest",,,805527,169285,30926,605316,39585,4276,5125,6034,41259,14671
"E12000008","South East",,,"E06000037","West Berkshire",,,988573,260058,76594,651920,56117,4634,9861,7767,44339,14703
"E12000008","South East",,,"E06000038","Reading",,,1034813,210155,57995,766664,56542,3717,9645,6013,56115,13662
"E12000008","South East",,,"E06000039","Slough",,,785981,162424,38553,585004,43746,3713,6858,5622,42893,13639
"E12000008","South East",,,"E06000040","Windsor and Maidenhead",,,1213858,259053,38356,916449,55888,4635,5742,6680,52832,17346
"E12000008","South East",,,"E06000041","Wokingham",,,1232278,266712,27018,938547,58602,4551,4122,6555,57050,16451
"E12000008","South East",,,"E06000042","Milton Keynes",,,1661043,236708,174041,1250294,63297,3740,38011,4579,93045,13438
"E12000008","South East",,,"E06000043","Brighton and Hove",,,1816421,296273,172017,1348130,86153,3439,38789,4435,108470,12429
"E12000008","South East",,,"E06000044","Portsmouth",,,1197983,269903,55401,872680,78841,3423,10189,5437,78217,11157
"E12000008","South East",,,"E06000045","Southampton",,,1340147,309518,104160,926469,87349,3543,16661,6252,80407,11522
"E12000008","South East",,,"E06000046","Isle of Wight",,,925536,207352,69162,649022,58679,3534,11528,6000,55603,11672
"E12000008","South East","E10000002","Buckinghamshire","E07000004","Aylesbury Vale",,,1103478,191424,147084,764970,47103,4064,25779,5706,51300,14912
"E12000008","South East","E10000002","Buckinghamshire","E07000005","Chiltern",,,875735,150565,47611,677559,30594,4921,7700,6183,34036,19907
"E12000008","South East","E10000002","Buckinghamshire","E07000006","South Bucks",,,664790,137781,13641,513368,26054,5288,1798,7587,25245,20335
"E12000008","South East","E10000002","Buckinghamshire","E07000007","Wycombe",,,1305781,267659,65469,972654,61188,4374,9676,6766,58160,16724
"E12000008","South East","E10000011","East Sussex","E07000061","Eastbourne",,,659513,109777,65657,484079,32782,3349,14305,4590,40306,12010
"E12000008","South East","E10000011","East Sussex","E07000062","Hastings",,,613086,100105,64345,448637,27811,3599,14043,4582,36395,12327
"E12000008","South East","E10000011","East Sussex","E07000063","Lewes",,,671414,111529,77890,481994,29537,3776,14016,5557,35589,13543
"E12000008","South East","E10000011","East Sussex","E07000064","Rother",,,674938,111223,92070,471645,28656,3881,15582,5909,31968,14754
"E12000008","South East","E10000011","East Sussex","E07000065","Wealden",,,1040117,181089,144602,714426,42424,4269,22430,6447,46848,15250
"E12000008","South East","E10000014","Hampshire","E07000084","Basingstoke and Deane",,,1101539,257605,46637,797297,62005,4155,6481,7196,58970,13520
"E12000008","South East","E10000014","Hampshire","E07000085","East Hampshire",,,864000,202812,39166,622022,44727,4534,5402,7250,39820,15621
"E12000008","South East","E10000014","Hampshire","E07000086","Eastleigh",,,846385,183865,23950,638570,47292,3888,4181,5728,48795,13087
"E12000008","South East","E10000014","Hampshire","E07000087","Fareham",,,780407,173368,21614,585425,44490,3897,3945,5479,44567,13136
"E12000008","South East","E10000014","Hampshire","E07000088","Gosport",,,496284,111437,30281,354566,31560,3531,5413,5594,31093,11403
"E12000008","South East","E10000014","Hampshire","E07000089","Hart",,,733733,156665,19444,557625,34074,4598,2976,6534,32660,17074
"E12000008","South East","E10000014","Hampshire","E07000090","Havant",,,834115,187288,26493,620333,48832,3835,4771,5553,48877,12692
"E12000008","South East","E10000014","Hampshire","E07000091","New Forest",,,1282688,293056,51409,938223,73023,4013,8012,6416,68261,13745
"E12000008","South East","E10000014","Hampshire","E07000092","Rushmoor",,,626389,131686,19238,475465,34292,3840,3518,5468,34126,13933
"E12000008","South East","E10000014","Hampshire","E07000093","Test Valley",,,708597,192014,45463,471120,43769,4387,5943,7650,34898,13500
"E12000008","South East","E10000014","Hampshire","E07000094","Winchester",,,791564,191354,42246,557964,43820,4367,5873,7193,37570,14851
"E12000008","South East","E10000016","Kent","E07000105","Ashford",,,734757,140541,86849,507367,34518,4072,15246,5696,38239,13268
"E12000008","South East","E10000016","Kent","E07000106","Canterbury",,,1054560,177373,80663,796524,47654,3722,15923,5066,56539,14088
"E12000008","South East","E10000016","Kent","E07000107","Dartford",,,664436,130069,34715,499652,33688,3861,6751,5142,36810,13574
"E12000008","South East","E10000016","Kent","E07000108","Dover",,,754613,130483,59745,564385,37433,3486,12472,4790,43798,12886
"E12000008","South East","E10000016","Kent","E07000109","Gravesham",,,694649,122300,49223,523126,31304,3907,10122,4863,37952,13784
"E12000008","South East","E10000016","Kent","E07000110","Maidstone",,,1080421,187707,102036,790679,46614,4027,18676,5463,56218,14065
"E12000008","South East","E10000016","Kent","E07000111","Sevenoaks",,,919248,157731,94777,666740,33582,4697,14565,6507,39143,17033
"E12000008","South East","E10000016","Kent","E07000112","Shepway",,,722072,122456,79538,520079,33349,3672,15503,5130,40170,12947
"E12000008","South East","E10000016","Kent","E07000113","Swale",,,920880,165012,76702,679166,42083,3921,15367,4991,51785,13115
"E12000008","South East","E10000016","Kent","E07000114","Thanet",,,993326,166643,82281,744402,46999,3546,17769,4631,58474,12730
"E12000008","South East","E10000016","Kent","E07000115","Tonbridge and Malling",,,866603,153154,71069,642379,36648,4179,12614,5634,43219,14863
"E12000008","South East","E10000016","Kent","E07000116","Tunbridge Wells",,,816495,130036,100929,585529,30763,4227,16896,5974,36699,15955
"E12000008","South East","E10000025","Oxfordshire","E07000177","Cherwell",,,868677,208939,65676,594062,49063,4259,9938,6609,43565,13636
"E12000008","South East","E10000025","Oxfordshire","E07000178","Oxford",,,939137,184920,42140,712077,50421,3668,7326,5752,49349,14429
"E12000008","South East","E10000025","Oxfordshire","E07000179","South Oxfordshire",,,975476,222688,70278,682510,48069,4633,9905,7095,43359,15741
"E12000008","South East","E10000025","Oxfordshire","E07000180","Vale of White Horse",,,861537,194194,46671,620672,45499,4268,6430,7258,41763,14862
"E12000008","South East","E10000025","Oxfordshire","E07000181","West Oxfordshire",,,719510,179398,49410,490702,40569,4422,6662,7417,32807,14957
"E12000008","South East","E10000030","Surrey","E07000207","Elmbridge",,,1275542,226824,67505,981213,44308,5119,10858,6217,50603,19390
"E12000008","South East","E10000030","Surrey","E07000208","Epsom and Ewell",,,631610,106285,31139,494187,24658,4310,5840,5332,28169,17544
"E12000008","South East","E10000030","Surrey","E07000209","Guildford",,,1103242,194764,75266,833211,43276,4501,12706,5924,49692,16768
"E12000008","South East","E10000030","Surrey","E07000210","Mole Valley",,,768672,122618,60299,585754,26033,4710,9818,6142,32084,18257
"E12000008","South East","E10000030","Surrey","E07000211","Reigate and Banstead",,,1176841,188141,80541,908158,42865,4389,14528,5544,52861,17180
"E12000008","South East","E10000030","Surrey","E07000212","Runnymede",,,635095,123567,36964,474564,27054,4567,6425,5753,28860,16444
"E12000008","South East","E10000030","Surrey","E07000213","Spelthorne",,,729256,148747,29429,551081,36422,4084,4783,6153,36642,15040
"E12000008","South East","E10000030","Surrey","E07000214","Surrey Heath",,,754464,150031,16775,587658,31696,4733,2775,6045,32765,17936
"E12000008","South East","E10000030","Surrey","E07000215","Tandridge",,,733192,120953,54784,557455,25653,4715,8438,6493,30360,18361
"E12000008","South East","E10000030","Surrey","E07000216","Waverley",,,1069478,213878,43788,811812,45494,4701,6256,6999,44705,18159
"E12000008","South East","E10000030","Surrey","E07000217","Woking",,,762899,126206,67157,569536,28230,4471,12233,5490,34715,16406
"E12000008","South East","E10000032","West Sussex","E07000223","Adur",,,419427,65508,49985,303934,17563,3730,10151,4924,24938,12188
"E12000008","South East","E10000032","West Sussex","E07000224","Arun",,,1125823,213016,78157,834651,56351,3780,14525,5381,61308,13614
"E12000008","South East","E10000032","West Sussex","E07000225","Chichester",,,784138,202448,66544,515147,46661,4339,9232,7208,36693,14039
"E12000008","South East","E10000032","West Sussex","E07000226","Crawley",,,680663,115261,54515,510886,30789,3744,12089,4510,40414,12641
"E12000008","South East","E10000032","West Sussex","E07000227","Horsham",,,902678,167068,109161,626450,38580,4330,17261,6324,42329,14800
"E12000008","South East","E10000032","West Sussex","E07000228","Mid Sussex",,,1017160,165269,101557,750333,40749,4056,17793,5708,49335,15209
"E12000008","South East","E10000032","West Sussex","E07000229","Worthing",,,740411,114172,83012,543227,31316,3646,17024,4876,41516,13085
"E12000009","South West",,,"E06000022","Bath and North East Somerset",,,1211464,259938,71967,879558,66997,3880,11475,6272,62604,14050
"E12000009","South West",,,"E06000023","Bristol, City of",,,2720599,592553,126034,2002012,169459,3497,22990,5482,163722,12228
"E12000009","South West",,,"E06000024","North Somerset",,,1379313,312592,63014,1003707,82027,3811,10178,6191,77226,12997
"E12000009","South West",,,"E06000025","South Gloucestershire",,,1608811,367593,95436,1145781,94921,3873,15129,6308,91422,12533
"E12000009","South West",,,"E06000026","Plymouth",,,1473507,363283,64666,1045559,102624,3540,12982,4981,101451,10306
"E12000009","South West",,,"E06000027","Torbay",,,897512,194406,56795,646310,53828,3612,10114,5615,53736,12028
"E12000009","South West",,,"E06000028","Bournemouth",,,1233489,262431,73557,897501,73966,3548,13299,5531,71102,12623
"E12000009","South West",,,"E06000029","Poole",,,1080125,229756,37711,812659,61108,3760,6478,5821,61750,13160
"E12000009","South West",,,"E06000030","Swindon",,,1381962,299418,49149,1033394,81409,3678,8407,5846,81579,12667
"E12000009","South West",,,"E06000052","Cornwall",,,2670608,745542,534877,1390189,185450,4020,73760,7252,124958,11125
"E12000009","South West",,,"E06000053","Isles of Scilly",,,7683,3388,4295,0,675,5019,483,8893,0,0
"E12000009","South West",,,"E06000054","Wiltshire",,,2784818,728896,263823,1792099,173909,4191,33814,7802,132751,13500
"E12000009","South West","E10000008","Devon","E07000040","East Devon",,,840769,198905,74932,566932,53458,3721,10737,6979,44610,12709
"E12000009","South West","E10000008","Devon","E07000041","Exeter",,,671195,149773,41288,480134,43960,3407,7615,5422,44082,10892
"E12000009","South West","E10000008","Devon","E07000042","Mid Devon",,,367490,109923,50443,207124,26846,4095,6668,7565,17919,11559
"E12000009","South West","E10000008","Devon","E07000043","North Devon",,,548859,136410,53399,359050,35195,3876,7710,6926,29414,12207
"E12000009","South West","E10000008","Devon","E07000044","South Hams",,,500700,130360,76545,293795,33105,3938,10525,7273,23965,12259
"E12000009","South West","E10000008","Devon","E07000045","Teignbridge",,,748839,187337,66125,495377,48558,3858,9800,6747,41841,11840
"E12000009","South West","E10000008","Devon","E07000046","Torridge",,,310879,94317,45678,170884,23817,3960,6286,7267,15217,11230
"E12000009","South West","E10000008","Devon","E07000047","West Devon",,,279821,82166,35026,162629,19652,4181,4761,7357,12729,12776
"E12000009","South West","E10000009","Dorset","E07000048","Christchurch",,,354166,74893,14579,264695,20695,3619,2631,5541,20686,12796
"E12000009","South West","E10000009","Dorset","E07000049","East Dorset",,,680985,149864,26447,504674,34962,4286,4006,6602,32873,15352
"E12000009","South West","E10000009","Dorset","E07000050","North Dorset",,,398936,108740,35479,254717,26439,4113,4925,7204,19433,13107
"E12000009","South West","E10000009","Dorset","E07000051","Purbeck",,,315186,73817,19406,221964,19794,3729,2961,6554,17536,12658
"E12000009","South West","E10000009","Dorset","E07000052","West Dorset",,,594541,153835,76786,363920,40560,3793,10286,7465,30155,12068
"E12000009","South West","E10000009","Dorset","E07000053","Weymouth and Portland",,,402679,94861,19242,288575,27673,3428,3668,5246,25629,11260
"E12000009","South West","E10000013","Gloucestershire","E07000078","Cheltenham",,,808624,156602,51468,600554,43609,3591,9902,5198,47470,12651
"E12000009","South West","E10000013","Gloucestershire","E07000079","Cotswold",,,571327,150892,69019,351416,32623,4625,8348,8268,23146,15183
"E12000009","South West","E10000013","Gloucestershire","E07000080","Forest of Dean",,,440760,121521,51925,267314,29135,4171,7137,7275,20365,13126
"E12000009","South West","E10000013","Gloucestershire","E07000081","Gloucester",,,784131,165923,41395,576812,44768,3706,8155,5076,48636,11860
"E12000009","South West","E10000013","Gloucestershire","E07000082","Stroud",,,788142,163276,68044,556823,40012,4081,10331,6586,39733,14014
"E12000009","South West","E10000013","Gloucestershire","E07000083","Tewkesbury",,,539924,117499,37804,384621,29606,3969,6379,5926,30089,12783
"E12000009","South West","E10000027","Somerset","E07000187","Mendip",,,669906,169555,48488,451863,42283,4010,6884,7044,35094,12876
"E12000009","South West","E10000027","Somerset","E07000188","Sedgemoor",,,635687,168161,64951,402575,41869,4016,9628,6746,34128,11796
"E12000009","South West","E10000027","Somerset","E07000189","South Somerset",,,876318,235068,113460,527789,58840,3995,15420,7358,43932,12014
"E12000009","South West","E10000027","Somerset","E07000190","Taunton Deane",,,660642,155301,55251,450090,41136,3775,8332,6631,37570,11980
"E12000009","South West","E10000027","Somerset","E07000191","West Somerset",,,180508,49234,35151,96124,12841,3834,4784,7348,8035,11963
,,,,"W06000001","Isle of Anglesey",,,353121,116342,47229,189550,28475,4086,5815,8122,15293,12395
,,,,"W06000002","Gwynedd",,,626428,176148,101333,348948,47081,3741,13689,7403,28908,12071
,,,,"W06000003","Conwy",,,801310,178295,39718,583298,49248,3620,5940,6686,44492,13110
,,,,"W06000004","Denbighshire",,,606616,148955,32489,425172,38723,3847,4462,7281,32536,13068
,,,,"W06000005","Flintshire",,,953071,237839,31040,684193,60331,3942,4182,7422,51190,13366
,,,,"W06000006","Wrexham",,,863038,199273,34249,629516,52955,3763,4953,6915,48561,12963
,,,,"W06000008","Ceredigion",,,273377,92371,73135,107871,23835,3875,9243,7913,8326,12956
,,,,"W06000009","Pembrokeshire",,,658847,187183,56461,415203,50263,3724,8514,6632,32826,12649
,,,,"W06000010","Carmarthenshire",,,991117,269064,49644,672409,75341,3571,6748,7357,49099,13695
,,,,"W06000011","Swansea",,,1725735,337592,34155,1353989,100319,3365,6028,5666,98242,13782
,,,,"W06000012","Neath Port Talbot",,,1031113,203906,9701,817506,60241,3385,1702,5700,58829,13896
,,,,"W06000013","Bridgend",,,1028885,202356,12042,814487,57153,3541,2115,5693,58441,13937
,,,,"W06000014","The Vale of Glamorgan",,,887179,192012,22887,672280,51372,3738,3706,6176,48898,13749
,,,,"W06000015","Cardiff",,,2302553,462821,64133,1775600,133580,3465,11637,5511,134018,13249
,,,,"W06000016","Rhondda, Cynon, Taff",,,1819408,339672,13555,1466181,101528,3346,2175,6232,102570,14294
,,,,"W06000018","Caerphilly",,,1306430,237737,8153,1060540,69100,3440,1254,6501,73805,14369
,,,,"W06000019","Blaenau Gwent",,,576374,100394,2628,473352,30570,3284,465,5652,31074,15233
,,,,"W06000020","Torfaen",,,639949,124875,7025,508050,36623,3410,1284,5471,38479,13203
,,,,"W06000021","Monmouthshire",,,569937,138959,28107,402870,35963,3864,4045,6949,29138,13826
,,,,"W06000022","Newport",,,986204,205579,18594,762031,58966,3486,3140,5922,58831,12953
,,,,"W06000023","Powys",,,623589,195858,74447,353285,50483,3880,9382,7935,26876,13145
,,,,"W06000024","Merthyr Tydfil",,,466767,79499,2480,384789,23980,3315,420,5904,25594,15034
