DATASET_TITLE,"Domestic Energy Consumption, 2005"
GEO_HIERARCHY,2001 Statistical Geography Hierarchy


AREA_NAME,AREA_CODE,FROM,TO,HEADING,FOOTNOTE_NUMBER,FOOTNOTE_TEXT
